CO_NCM;CO_UNID;CO_SH6;CO_PPE;CO_PPI;CO_FAT_AGREG;CO_CUCI_ITEM;CO_CGCE_N3;CO_SIIT;CO_ISIC_CLASSE;CO_EXP_SUBSET;NO_NCM_POR;NO_NCM_ESP;NO_NCM_ING
05080000;10;050800;1990;1990;01;29115;230;9000;8999;8099;Coral e materias semelhantes, em bruto ou simplesmente preparados, mas nao trabalhados de outro modo; conchas e carapacas de moluscos, crustaceos ou de equinodermes e ossos de sepias, em bruto ou simplesmente preparados, etc.;Coral, conchas, caparazones de moluscos, etc, en bruto, prep;Coral, shells, shells of mollusks, etc.unworked, prepared
05090000;10;050900;1990;1990;01;29199;230;9000;1010;8099;Esponjas naturais de origem animal;Esponjas naturales de origen animal;Natural sponges of animal origin
05100010;10;051000;1267;1990;01;29198;230;4000;1010;8099;Pancreas de bovinos, utilizadas na preparacao de produtos farmaceuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro modo;Pancreas de bov.p/prepar.de prod.farmaceuticos, fresc.et;Fresh pancreases of bovine, forprep.produc.pharmaceut.etc
05100090;10;051000;1267;1990;01;29198;230;4000;1010;8099;Outras substancias de animais, para preparacao de produtos farmaceuticos;Las dem.sustancias de animales, p/prep.prod.farmaceutic.;Other substances of animal, forprep.produc.pharmaceut.etc
05111000;22;051110;1990;1990;01;29194;230;9000;1010;8099;Semen de bovino;Semen de bovino;Bovine semen
05119110;10;051191;1990;1990;01;29196;230;4000;1010;8099;Ovas de peixe fecundadas, para reproducao;Huevas de pescado, fecundadas p/la reproduccion;Roes of fish, fecundated for reproduction
05119190;10;051191;1990;1990;01;29196;230;4000;1010;8099;Outros produtos de peixes, etc, improprios para alimentacao humana;Los dem.prod.de pescado, etc, impropios p/la alim.humana;Other products of fish, etc.inappropriate forhuman consum
05119910;10;051199;1990;1990;01;29199;230;9000;1010;8099;Embrioes de animais;Embriones de animales;Embryos of animals
05119920;10;051199;1990;1990;01;29199;230;9000;1010;8099;Semen animal;Semen de animal;Animal semen
05119930;10;051199;1990;1990;01;29199;230;9000;1010;8099;Ovos de bichodaseda;Huevos de gusano de seda;Silkworm eggs
05119990;10;051199;1990;1990;01;29199;230;9000;1010;8099;Outros produtos de animais, improprios para alimentacao humana;Los dem.prod.de animales, etc, impropios p/la alim.humana;Oth.products of anim., etc.inappropriate forhuman consum.
05119991;10;051199;1990;1990;01;29199;230;9000;1010;8099;Crinas e seus desperdicios, mesmo em mantas, com ou sem suportes;Crina de caballo y desperdicios,  incluso en mantas;Horsehair and waste,  even in webs
05119999;10;051199;1990;1990;01;29199;230;9000;1010;8099;Outros produtos de origem animal, improprios para alimentacao humana;Otros productos de origen animal , etc,  impropios para el consumo humano;Other products ofanimal origin,  inappropriate for human consumption
06011000;11;060110;1063;1990;01;29261;230;9000;0130;8099;Bulbos, tuberculos, raizes tuberosas, rebentos e rizomas, em repouso vegetativo;Bulbos,  tuberculos,  rizomas,  etc en reposo vegetativo;Bulbs, tubers, rhizomes, etc.in vegetative rest
06012000;11;060120;1063;1990;01;29261;230;9000;0130;8099;Bulbos, tuberculos, raizes tuberosas, rebentos e rizomas, em vegetacao ou em flor; mudas, plantas e raizes de chicoria;Bulbos, tuberculos, etc, en veget.en flor, raices de achic;Bulbs, tubers, rhizomes, etc.in veg.in flow.chicory plants
06021000;11;060210;1263;1990;01;29269;230;9000;0130;8099;Estacas nao enraizadas e enxertos;Esquejes sin enraizar e injertos;Unrooted cuttings and slips
06022000;11;060220;1263;1990;01;29269;230;9000;0130;8099;arvores, arbustos e silvados, de frutos comestiveis, enxertados ou nao;arboles,  arbustos y matas,  de frutos comestibles;Trees, shrubs and bushes, grafted, with edible fruit
06023000;11;060230;1263;1990;01;29269;230;9000;0130;8099;Rododendros e azaleias, enxertados ou nao;Rododendros y azaleas, incl.injertados;Rhododendrons and azaleas, grafted or not
06024000;11;060240;1263;1990;01;29269;230;9000;0130;8099;Roseiras, enxertadas ou nao;Rosales, inclusos injertados;Roses, grafted or not
06029010;10;060290;1263;1990;01;29269;230;9000;0130;8099;Micelios de cogumelos;Micelios de hongos;Mushroom spawn
06029021;11;060290;1263;1990;01;29269;230;9000;0130;8099;Mudas de plantas ornamentais orquideas;Raices de orquideas;Orchids cuttings and slips
06029029;11;060290;1263;1990;01;29269;230;9000;0130;8099;Mudas de outras plantas ornamentais;Raices de las demas plantas ornamentales;Other cuttings and slips of ornamental plants
06029081;11;060290;1263;1990;01;29269;230;9000;0130;8099;Mudas de canadeacucar;Raices de caña de azucar;Sugar cane cuttings and slips
06029082;11;060290;1263;1990;01;29269;230;9000;0130;8099;Mudas de videira;Raices de vid;Grape vines cuttings and slips
06029083;11;060290;1263;1990;01;29269;230;9000;0130;8099;Mudas de cafe;Raices de cafe;Coffee cuttings and slips of shrubs or trees
06029089;11;060290;1263;1990;01;29269;230;9000;0130;8099;Mudas de outras plantas;Raices de las demas plantas;Other cuttings and slips of plants
06029090;11;060290;1263;1990;01;29269;230;9000;0130;8099;Outras plantas vivas;Las demas plantas vivas;Other live plants
06031000;20;060310;1990;1990;01;29271;322;9000;0119;8099;Flores e seus botoes, frescos, cortados para buques, etc.;Flores y sus capullos, frescos, cortados para ramos, etc;Fresh cut flowers and buds forbouquets, etc.
06031100;20;060311;1990;1990;01;29271;322;9000;0119;8099;Rosas e seus botoes, cortados para buques, ornamentais frescos;Rosa y sus botones, cortados, ornamento, frescas;Roses and their buttons, cut, for bouquets, ornamented, fresh
17011300;21;170113;2010;2990;02;06111;220;4000;1072;0101;Acucar de cana mencionado na nota 2 da posicao 1701;Azucar de caña mencionado en nota 2 de la partida 1701;Cane sugar mentioned in note 2 of heading 1701
17011400;21;170114;2010;2990;02;06111;220;4000;1072;0101;Outros acucares de cana;Otros azucares de caña;Other cane sugar
17019100;10;170191;3990;3990;03;06121;324;4000;1072;8099;Outros acucares de cana, beterraba, com aromatizante corante;Los dem.azucares de caña, remolacha, c/aromatiz.colorante;Other cane or beet sugar added flavouring or colouring
17019900;21;170199;3010;3990;03;06129;324;4000;1072;0102;Outros acucares de cana, beterraba, sacarose quimicamente pura, sol.;Los dem.azuc.de caña, remolacha, sacarosa quim.pura, sol.;Other cane/beet sugar/chemically pure sucrose, in solid
17021100;10;170211;3990;3504;03;06191;220;4000;1079;8099;Lactose e xarope de lactose, que contenham, em peso, 99 % ou mais de lactose, expresso em lactose anidra, calculado sobre a materia seca;Lactosa y jarabe de lactosa, c/cont.de lact.>=99%en peso;Lactose and lactose syrup,  by weight>= 99% lactose, etc
17021900;10;170219;3990;3504;03;06191;220;4000;1079;8099;Outras lactoses e xaropes de lactose;Las demas lactosas y jarabes de lactosa;Other lactose and lactose syrup
17022000;10;170220;3990;3990;03;06192;324;4000;1072;8099;Acucar e xarope, de bordo (acer);Azucar y jarabe, de arce;Maple sugar and maple syrup
17023011;10;170230;3990;3990;03;06193;220;4000;1079;8099;Glicose quimicamente pura;Glucosa quimicamente pura;Chemically pure glucose
17023019;10;170230;3990;3990;03;06193;220;4000;1079;8099;Outras glicoses que contenham, em peso, no estado seco, menos de 20 % de frutose (levulose);Las dem.glucosas c/cont.de fruct.sob.prod.seco<20%en p.;Oth.fructose containing dry state, by weight<20%fructose
17023020;10;170230;3990;3990;03;06193;220;4000;1079;8099;Xarope de glicose contendo estado seco, peso < 20% de frutose;Jarabe de glucosa c/cont.de fruct.sob.pr.seco<20%en p.;Glucose syrup contan. dry state, by weight<20%fructose
17024010;10;170240;3990;3990;03;06194;220;4000;1079;8099;Glicose que contenha, em peso, no estado seco, um teor de frutose (levulose) igual ou superior a 20 % e inferior a 50 %, com excecao do acucar invertido;Glucosa c/cont.de fruct.sob.prod.seco 20%<=en peso<50%;Glucose contan.dry state, 20%<=weight<50% of fructose
17024020;10;170240;3990;3990;03;06194;220;4000;1079;8099;Xarope de glicose, que contenham, em peso, no estado seco, um teor de frutose (levulose) igual ou superior a 20 % e inferior a 50 %, com excecao do acucar invertido;Jarabe gluc.c/cont.de fruct.sob.pr.seco 20%<=en p.<50%;Glucose syrup contan.dry state, 20%<=weight<50%fructose
17025000;10;170250;3990;3990;03;06195;220;4000;1079;8099;Frutose (levulose) quimicamente pura;Fructosa quimicamente pura;Chemically pure fructose
17026010;10;170260;3990;3990;03;06196;220;4000;1079;8099;Frutose que contenha, em peso, no estado seco, um teor de frutose (levulose) superior a 50 %, com excecao do acucar invertido;Fructosa c/cont.de fruct.sob.prod.seco, >50%en peso;Fructose contan.dry state, weight>50% of fructose
17026020;10;170260;3990;3990;03;06196;220;4000;1079;8099;Xarope de frutose, que contenha, em peso, no estado seco, um teor de frutose (levulose) superior a 50 %, com excecao do acucar invertido;Jarabe fruct.c/cont.de fruct.sob.prod.seco, >50%en peso;Glucose syrup contan.dry state, weight>50%of fructose
17029000;10;170290;3990;3990;03;06199;220;4000;1079;8099;Outros acucares, xaropes de acucares, sucedaneos do mel, etc, que contenham, em peso, no estado seco, 50 % de frutose (levulose);Los dem.azucares, jarabes de azuc.sucedaneos de miel, etc;Other sugar, sugar syrup, honey substitute, etc
17031000;10;170310;3990;3990;03;06151;220;4000;1072;8099;Melacos de cana;Melaza de caña;Cane molasses
17039000;10;170390;3990;3990;03;06159;220;4000;1072;8099;Outros melacos da extracao ou refinacao do acucar;Las dem.melazas de la extraccion o refinac.del azucar;Molasses resulting from the extraction or refining sug.
17041000;10;170410;3213;3213;03;06221;324;4000;1073;2900;Gomas de mascar, mesmo revestidas de acucar, sem cacau;Chicles, sin cacao, incluso recubiertos de azucar;Chewing gums, without cocoa, whether or n/sugarcoated
17049010;10;170490;3213;3213;03;06229;324;4000;1073;2900;Chocolate branco, sem cacau;Chocolate blanco, sin cacao;White chocolate, not containing cocoa
17049020;10;170490;3213;3213;03;06229;324;4000;1073;2900;Caramelos, confeitos, dropes, pastilhas, e produtos semelhantes, sem cacau;Bombones, caramelos, confites y pastillas, sin cacao;Chocolates, caramels, sweets, tablets, not containing cocoa
17049090;10;170490;3213;3213;03;06229;324;4000;1073;2900;Outros produtos de confeitaria, sem cacau;Los demas productos de confiteria, sin cacao;Oth.products sugar confectionery, no cocoa
18010000;21;180100;1075;1075;01;0721;210;9000;0127;0201;Cacau inteiro ou partido, em bruto ou torrado;Cacao entero o partido, crudo o tostado;Cocoa (whole or broken), raw or roasted
18020000;10;180200;1990;1990;01;0725;230;4000;8999;8099;Cascas, peliculas e outros desperdicios de cacau;Cascaras, peliculas y demas desechos de cacao;Cocoa shells, husks, skins and other cocoa waste
18031000;21;180310;2190;2990;02;07231;220;4000;1073;0202;Pasta de cacau, nao desengordurada;Pasta de cacao, sin desgrasar;Cocoa paste, not defatted
18032000;21;180320;2190;2990;02;07232;220;4000;1073;0202;Pasta de cacau, total ou parcialmente desengordurada;Pasta de cacao, desgrasada total o parcialmente;Cocoa paste, wholly or partly defatted
18040000;21;180400;2140;2990;02;0724;220;4000;1073;0203;Manteiga, gordura e oleo, de cacau;Manteca, grasa y aceite, de cacao;Butter, fat and oil, from cocoa
18050000;21;180500;2040;2990;02;0722;220;4000;1073;0204;Cacau em po, sem adicao de acucar ou outros edulcorantes;Cacao en polvo, s/adicion de azucar ni otro edulcorante;Cocoa (powder),  without added sugar or other sweeteners
18061000;10;180610;3300;3300;03;0731;324;4000;1073;0205;Cacau em po, com adicao de acucar ou outros edulcorantes;Cacao en polvo, con adicion de azucar o otr.edulcorantes;Cocoa powder, cont.added sugar or oth.sweetening matter
18062000;10;180620;3300;3300;03;0732;220;4000;1073;0205;Outras preparacoes com cacau, em blocos ou em barras, com peso superior a 2 kg, ou no estado liquido, em pasta, em po, granulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteudo superior a 2 kg;Las dem.prep.alim.c/cacao, en bloques/barras c/p>2kg, etc;Oth.prepar.in blocks, slabs, bars with cocoa, wei.>2kg, etc
18063110;10;180631;3300;3300;03;0733;324;4000;1073;0205;Chocolate recheado, em tabletes, barras e paus;Chocolate rellenos, en bloques, tabletas y barras;Filled chocolate, in tablets, slabs or bars
18063120;10;180631;3300;3300;03;0733;324;4000;1073;0205;Outras preparacoes alimenticias com cacau, recheadas, em tabletes, barras e paus;Las dem.prep.aliment.c/cacao, rellenos, en tabletas, etc;Oth.food preparat..containing cocoa, filled, tablets, etc
15059090;10;150590;3990;3990;03;41135;240;4000;1040;8099;Outras substancias gordas derivadas da suarda;Las demas sustancias grasas derivadas de la suarda;Other fatty substances derived of wool grease
15060000;10;150600;2990;2990;02;41139;240;4000;1040;8099;Outras gorduras e oleos animais, e respectivas fracoes, mesmo refinados, mas nao quimicamente modificados;Las dem.grasas, aceites, anim.incl.refin.s/modif.quimicam;Other fats, oils, animals, incl.refined but n/chemic.modif
15071000;21;150710;2180;2180;02;42111;220;4000;1040;1703;oleo de soja, em bruto, mesmo degomado;Aceite de soja, en bruto, incluso desgomado;Crude soyabean oil, whether or not degummed
15079010;21;150790;3536;3990;03;42119;324;4000;1040;1704;oleo de soja, refinado;Aceite de soja, refinado;Soyabean oil, refined
15079011;21;150790;3536;3990;03;42119;324;4000;1040;1704;oleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Aceite de soja, refinado, en envases c/capacidad<=5l;Soyabean oil, refined, in containers with capacity<= 5l
15079019;21;150790;3536;3990;03;42119;324;4000;1040;1704;oleo de soja, refinado, em recipientes com capacidade menor que 5 litros;Aceite de soja, refinado, en envases c/capacidad>5l;Soyabean oil, refined, in containers with capacity>5l
15079090;21;150790;3540;3990;03;42119;324;4000;1040;1705;Outros oleos de soja;Los demas aceites de soja;Other soyabean oils
15081000;10;150810;2990;2990;02;42131;220;4000;1040;8099;oleo de amendoim, em bruto;Aceite de cacahuete,  en bruto;Groundnut oil, in crude
15089000;10;150890;3990;3990;03;42139;324;4000;1040;8099;Outros oleos de amendoim;Los demas aceites de cacahuete;Other groundnut oil
15091000;10;150910;2990;2011;02;42141;324;4000;1040;8099;Azeite de oliva, virgem;Aceite de oliva, virgen;Olive oil, virgin
15099010;10;150990;3990;3423;03;42142;324;4000;1040;8099;Azeite de oliva, refinado;Aceite de oliva, refinado;Olive oil, refined
15099090;10;150990;3990;3423;03;42142;324;4000;1040;8099;Outros azeites de oliva;Otros aceites de oliva;Other olive oil
15100000;10;151000;2990;2990;02;42149;220;4000;1040;8099;Outros oleos e respectivas fracoes, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas nao quimicamente modificados, e misturas desses oleos ou fracoes com oleos ou fracoes da posicao 15.09;Los dem.aceites de aceituna y mezclas c/aceites de oliv;Other oils of olives and mixtur.with olive oil of olive
15111000;10;151110;2165;2165;02;42221;220;4000;1040;8099;oleos de dende, em bruto;Aceites de palma, en bruto;Palm oil, in crude
15119000;10;151190;3990;3990;03;42229;220;4000;1040;8099;Outros oleos de dende;Los demas aceites de palma;Other palm oil
15121110;10;151211;2990;2171;02;42151;220;4000;1040;8099;oleo de girassol, em bruto;Aceite de girasol, en bruto;Sunflowerseed oil, in crude
15121120;10;151211;2990;2990;02;42151;220;4000;1040;8099;oleo de cartamo, em bruto;Aceite de cartamo, en bruto;Safflower oil, in crude
15121910;10;151219;3990;3459;03;42159;324;4000;1040;8099;Outros oleos de girassol;Los demas aceites de girasol;Other sunflowerseed oil
15121911;10;151219;3990;3459;03;42159;324;4000;1040;8099;oleo de girassol, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Aceite de girasol, refinado, en envases c/capacidad<=5l;Soyabean oil, refined, in containers with capacity<= 5l
15121919;10;151219;3990;3459;03;42159;324;4000;1040;8099;Outros oleos de girassol;Los demas aceites de girasol;Other sunflowerseed oil
15121920;10;151219;3990;3990;03;42159;324;4000;1040;8099;Outros oleos de cartamo;Los demas aceites de cartamo;Other safflower oil
15122100;10;151221;2990;2990;02;42121;220;4000;1040;8099;oleo de algodao, em bruto, mesmo desprovido de gossipol;Aceite de algodon, en bruto, incluso sin gosipol;Crude cottonseed oil, containing or not gossypol
15122910;10;151229;3435;3990;03;42129;220;4000;1040;8099;oleo de algodao, refinado;Aceite de algodon, refinado;Cottonseed oil, refined
15122990;10;151229;3436;3436;03;42129;220;4000;1040;8099;Outros oleos de algodao;Los demas aceites de algodon;Other cottonseed oil
15131100;10;151311;2990;2990;02;42231;220;4000;1040;8099;oleo de coco (oleo de copra), em bruto;Aceite de coco (de copra), en bruto;Coconut (copra) oil, crude
15131900;10;151319;3990;3990;03;42239;220;4000;1040;8099;Outros oleos de coco (oleos de copra);Los demas aceites de coco (de copra);Other coconut (copra) oil
15132110;10;151321;2990;2990;02;42241;220;4000;1040;8099;oleo de amendoa de palma (palmiste), em bruto;Aceite de almendra de palma, en bruto;Palm kernel oil, crude
15132120;10;151321;2990;2990;02;42241;220;4000;1040;8099;oleo de babacu, em bruto;Aceite de babasu, en bruto;Babassu oil, crude
15132910;10;151329;3990;3453;03;42249;220;4000;1040;8099;Outros oleos de palmiste;Los demas aceites de palmiste;Other palm kernel oil
15132920;10;151329;3990;3990;03;42249;220;4000;1040;8099;Outros oleos de babacu;Los demas aceites de babasu;Other babassu oil
15141000;10;151410;2990;2990;02;42171;220;4000;1040;8099;oleos de nabo silvestre, de colza, de mostarda, em bruto;Aceites de nabo(de nabina), de colza, de mostaza, en bruto;Rape, colza or mustard oil, in crude
15141100;10;151411;2990;2990;02;42171;220;4000;1040;8099;oleos de nabo silvestre, baixo teor, em bruto;Aceites de nabo(de nabina),  bajo contenido,  en bruto;Wild turnip oil, low content, in crude
15141910;10;151419;3990;3990;03;42179;324;4000;1040;8099;oleos de nabo silvestre, baixo teor, refinados;Aceites de nabo(de nabina), bajo contenido, refinados;Wild turnip oil, low content, refined
15141990;10;151419;3990;3990;03;42179;324;4000;1040;8099;Outros oleos de nabo silvestre, baixo teor;Los demas aceites de nabo(de nabina), bajo contenido;Other wild turnip oil, content tenor
15149010;10;151490;3990;3990;03;42171;324;4000;1040;8099;oleos de nabo silvestre, de colza, de mostarda, refinados;Aceites de nabo (de nabina), de colza, de mostaza, refinado;Rape, colza or mustard oil, refined
15149090;10;151490;3990;3990;03;42171;324;4000;1040;8099;Outros oleos de nabo silvestre, de colza ou de mostarda;Otros aceites de nabo (de nabina), de colza o mostaza;Other rape, colza or mustard oil
15149100;10;151491;2990;2990;02;42171;220;4000;1040;8099;Outros oleos de nabo silvestre, em bruto;Los demas aceites de nabo (de nabina), en bruto;Other wild turnip oil, low content, in crude
15149910;10;151499;3990;3990;03;42179;324;4000;1040;8099;Outros oleos de nabo silvestre, refinados;Los demas aceites de nabo (de nabina), refinados;Other wild turnip oil, low content, refined
15149990;10;151499;3990;3990;03;42179;324;4000;1040;8099;Outros oleos de nabo silvestre;Los demas aceites de nabo (de nabina);Other wild turnip oil
15151100;10;151511;2990;2990;02;42211;240;4000;1040;8099;oleo de linhaca, em bruto;Aceite de linaza, en bruto;Linseed oil, in crude
15151900;10;151519;3990;3990;03;42219;240;4000;1040;8099;Outros oleos de linhaca;Los demas aceites de linaza;Other linseed oil
15152100;10;151521;2167;2167;02;42161;220;4000;1040;8099;oleo de milho, em bruto;Aceite de maiz, en bruto;Maize (corn) oil, in crude
15152900;10;151529;3990;3990;03;42169;324;4000;1040;8099;Outros oleos de milho;Los demas aceites de maiz;Other maize (corn) oil
15152910;10;151529;3990;3990;03;42169;324;4000;1040;8099;oleo de milho, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Aceite de maiz, refinado, en envases c/capacidad<=5l;Maize (corn) oil, refined, in container with capacity<=5l
15152990;10;151529;3990;3990;03;42169;324;4000;1040;8099;Outros oleos de milho;Los demas aceites de maiz;Other maize (corn) oil
15153000;10;151530;2210;2990;02;4225;240;4000;1040;8099;oleo de ricino e respectivas fracoes;Aceite de ricino;Castor oil
15154010;10;151540;2990;2990;02;4229;240;4000;1040;8099;oleo de tungue, em bruto;Aceite de tung, en bruto;Tung oil, crude
15154020;10;151540;3990;3990;03;4229;240;4000;1040;8099;oleo de tungue, refinado;Aceite de tung, refinado;Tung oil, refined
15154090;10;151540;3990;3990;03;4229;240;4000;1040;8099;Outros oleos de tungue;Los demas aceites de tung;Other tung oil
25084010;10;250840;1990;1990;01;27829;230;9000;0810;8099;Argilas plasticas, com teor de Fe2O3, em peso, inferior a 1,5 % e com perda por calcinacao, em peso, superior a 12 %;Arcillas plast.c/cont.f2o3<1, 5%, c/perd.por calc.>12%;Plast.clays, of an fe2o3 cont.wei.<1, 5% a calc.loss>12%
25084090;10;250840;1990;1990;01;27829;230;9000;0810;8099;Outras argilas;Las demas arcillas;Other clays
25085000;10;250850;1990;1990;01;27829;230;9000;0810;8099;Andaluzita, cianita e silimanita;Andalucita, cianita y silimanita;Andalusite, kyanite and sillimanite
25086000;10;250860;1990;1990;01;27829;230;9000;0810;8099;Mulita;Mullita;Mullite
25087000;10;250870;1990;1990;01;27829;230;9000;0810;8099;Barro cozido em po (terra de chamotte) e terra de dinas;Tierras de chamota o de dinas;Chamotte or dinas earths
25090000;10;250900;1990;1990;01;27891;230;9000;0810;8099;Cre;Creta;Chalk
25101010;10;251010;1990;1267;01;27231;230;9000;0891;8099;Fosfatos de calcio naturais, nao moidos;Fosfatos de calcio, naturales, sin moler;Natural calcium phosphates, unground
25101090;10;251010;1990;1267;01;27231;230;9000;0891;8099;Fosfatos aluminocalcicos, naturais, cre fosfatado, nao moidos;Fosfatos aluminocalcicos, nat.cretas fosfatadas, s/moler;Calcium phosphates, natural alumin.phosphatiic unground
25102010;10;251020;1990;1267;01;27232;230;9000;0891;8099;Fosfatos de calcio naturais, moidos;Fosfatos de calcio, naturales, molidos;Calcium phosphates, natural, ground
25102090;10;251020;1990;1267;01;27232;230;9000;0891;8099;Fosfatos aluminocalcicos, naturais, cre fosfatado, moidos;Fosfatos aluminocalcicos, natur.cretas fosfatadas, molid.;Calcium phosphates, natural aluminium phosphatiic, ground
25111000;10;251110;1990;1990;01;27892;230;9000;0891;8099;Sulfato de bario natural (baritina);Sulfato de bario natural (baritina);Natural barium sulphate (barytes)
21032090;10;210320;3990;3990;03;09842;324;4000;1079;8099;Outros ketchup e molhos de tomate, preparados;Los dem.ketchup y salsas de tomates,  preparados;Other tomato ketchup and other tomato sauces, prepared
21033010;10;210330;3990;3990;03;09843;324;4000;1079;8099;Farinha de mostarda;Harina de mostaza;Mustard flour
21033021;10;210330;3990;3990;03;09843;324;4000;1079;8099;Mostarda preparada, em embalagens imediatas de conteudo inferior ou igual a 1 kg;Mostaza preparada, en envases inmediatos, de cont.<=1kg;Mustard prepared, in immediate packings wei.<=1kg
21033029;10;210330;3990;3990;03;09843;324;4000;1079;8099;Outras mostardas preparadas;Las demas mostazas preparadas;Other prepared mustard
21039011;10;210390;3990;3990;03;09849;324;4000;1079;8099;Maionese, em embalagens imediatas de conteudo inferior ou igual a 1 kg;Mayonesa en envases inmediatos,  con peso <= 1kg;Mayonnaise immediate packings, weighing<= 1kg
21039019;10;210390;3990;3990;03;09849;324;4000;1079;8099;Outras maioneses;Las demas mayonesas;Other mayonnaise
21039021;10;210390;3990;3990;03;09849;324;4000;1079;8099;Condimentos e temperos, compostos, em embalagens imediatas de conteudo inferior ou igual a 1 kg;Condimentos y sazonadores, comp.env.inmed.de cont.<=1kg;Condiments/mixed seasonings, comp., immed.pack.w<=1kg
21039029;10;210390;3990;3990;03;09849;324;4000;1079;8099;Outros condimentos e temperos, compostos;Los dem.condimentos y sazonadores,  compuestos;Other condiments and mixed seasonings, composed
21039091;10;210390;3990;3990;03;09849;324;4000;1079;8099;Outras preparacoes para molhos, molhos preparados, em embalagens imediatas de conteudo inferior ou igual a 1 kg;Las dem.prep.p/salsas, salsas prep.env.inm.de cont.<=1kg;Other sauces preparations, sauce prep.immed.pac.wei<=1kg
21039099;10;210390;3990;3990;03;09849;324;4000;1079;8099;Outras preparacoes para molhos e molhos preparados;Las dem.preparaciones para salsas y salsas preparadas;Other sauces preparations and sauce prepared
21041011;10;210410;3990;3990;03;0985;324;4000;1079;8099;Preparacoes para caldos e sopas, em embalagens imediatas de conteudo inferior ou igual a 1 kg;Preparaciones p/sopas, pot.caldos, env.inmed.de cont<=1kg;Preparations soups and broths, immed.pac.wei.<=1kg
21041019;10;210410;3990;3990;03;0985;324;4000;1079;8099;Outras preparacoes para caldos e sopas;Las demas preparaciones para sopas, potajes o caldos;Other preparations for soups and broths
21041021;10;210410;3990;3990;03;0985;324;4000;1079;8099;Caldos e sopas, preparados, em embalagens imediatas de conteudo inferior ou igual a 1 kg;Sopas, potajes, caldos prepar.env.inmediatos, c/cont.<=1kg;Soups and broths, prepared, immed.pack.wei.<=1kg
21041029;10;210410;3990;3990;03;0985;324;4000;1079;8099;Outros caldos e sopas, preparados;Los demas sopas, potajes o caldos, preparados;Other soups and broths, prepared
21042000;10;210420;3990;3990;03;09814;324;4000;1079;8099;Preparacoes alimenticias compostas homogeneizadas;Preparaciones alimenticias compuestas,  homogeneizadas;Homogenised composite food preparations
21050010;10;210500;3990;3990;03;02233;324;4000;1050;8099;Sorvetes, mesmo que contenham cacau, em embalagens imediatas de conteudo inferior ou igual a 2 kg;Helados, incluso c/cacao, env.inmediatos, de cont.<=2kg;Ice cream, whether or n/contain.cocoa, immed.pack.w<=2kg
21050090;10;210500;3990;3990;03;02233;324;4000;1050;8099;Outros sorvetes, mesmo que contenham cacau;Los demas helados, incluso con cacao;Other ice cream, even containing cocoa
21061000;10;210610;3123;3618;03;09899;324;4000;1079;8099;Concentrados de proteinas e substancias proteicas texturizadas;Concentrados de protein.sustancias proteicas texturadas;Protein concentrates and textured protein substances
21069010;10;210690;3618;3618;03;09899;324;4000;1079;8099;Outras preparacoes para elaboracao de bebidas;Las demas preparaciones para la elabor.de bebidas;Other preparations for elaboration of drinks
21069021;10;210690;3990;3618;03;09899;324;4000;1079;8099;Pos para a fabricacao de pudins, em embalagens imediatas de conteudo inferior ou igual a 1 kg;Prep.p/la fabric.de budines en env.inmed.de cont.<=1kg;Powder forpreparations of puddings, immed.pack.wei.<=1kg
21069029;10;210690;3990;3618;03;09899;324;4000;1079;8099;Pos para preparacoes de cremes, sorvetes, flans, gelatinas ou preparacoes similares;Prep.p/la fabric.de cremas, helados, gelatinas, flanes, etc;Powder forpreparations of cream, ice cream, jelly, etc.
21069030;10;210690;3990;3618;03;09899;324;4000;1079;8099;Complementos alimentares;Complementos alimenticios;Alimentary complements
21069040;10;210690;3990;3618;03;09899;324;4000;1079;8099;Misturas a base de ascorbato de sodio e glucose proprias para embutidos;Mezclas a base de ascorbato de sodio, glucosa, p/chacinad;Mixtures with a basis of sodium ascorbate/glucose forpre
21069050;10;210690;3990;3618;03;09899;324;4000;1079;8099;Gomas de mascar, sem acucar;Chicles, sin azucar;Chewing gum, without sugar
21069060;10;210690;3990;3618;03;09899;324;4000;1079;8099;Caramelos, confeitos, pastilhas e produtos semelhantes, sem acucar;Caramelos, confites, pastillas y productos simil.s/azucar;Caramels, sweets, tablets and similar prod., ithout sugar
21069090;10;210690;3990;3618;03;09899;324;4000;1079;8099;Outras preparacoes alimenticias;Las demas preparaciones alimenticias;Other food preparations
22011000;17;220110;3990;3990;03;11101;324;4000;1104;8099;aguas minerais e aguas gaseificadas, nao adicionadas de acucar ou de outros edulcorantes nem aromatizadas;Agua mineral/gaseada, s/adicion de azucar ni aromat.etc;Mineral waters/aerated waters n/ad.sug.n/flavoured, etc
22019000;17;220190;3990;3990;03;11101;324;4000;1104;8099;Outras aguas, nao adicionadas de acucar ou de outros edulcorantes nem aromatizadas; gelo e neve;Las dem.aguas, s/adic.azucar ni aromat.etc, hielo y nieve;Other waters n/add.sug.n/flavoured, etc.ice/snow
